Name,Iata,Icao,Lat,Lon,Country,Alt,City
Mtwara Airport,MYW,HTMT,-10.339,40.181782,Tanzania,371,Mtwara
Muan International Airport,MWX,RKJB,34.991379,126.382698,South Korea,51,Muan
Muang Xay Oudomsay Airport,ODY,VLOS,20.681999,101.993103,Laos,1804,Muang Xay
Muara Bungo Airport,BUU,WIJB,-1.5425,102.182777,Indonesia,-1,
Mudanjiang Hailang Airport,MDG,ZYMD,44.52,129.559998,China,-1,Mudanjiang
Mudgee Airport,DGE,YMDG,-32.5625,149.610992,Australia,1545,Mudgee
Mukah Airport,MKM,WBGK,2.906944,112.074997,Malaysia,13,Mukah
Mukalla Riyan Airport,RIY,OYRN,14.66263,49.375019,Yemen,54,Mukalla
Multan International Airport,MUX,OPMT,30.20322,71.419113,Pakistan,403,Multan
Mulu Airport,MZV,WBMU,4.05,114.800003,Malaysia,-1,Mulu
Mumbai Chhatrapati Shivaji International Airport,BOM,VABB,19.08868,72.867912,India,37,Mumbai
Muncie Delaware County Airport,MIE,KMIE,40.239723,-85.394447,United States,937,Muncie
Munda Airport,MUA,AGGM,-8.32796,157.263,Solomon Islands,10,Munda
Mungalalu Truscott Airport,TTX,YTST,-14.089722,126.380836,Australia,181,
Munich Airport,MUC,EDDM,48.353779,11.78608,Germany,1487,Munich
Munster Osnabruck International Airport,FMO,EDDG,52.13464,7.684831,Germany,160,Munster
Murcia Corvera International Airport,RMU,LEMI,37.80405,-1.141831,Spain,633,
Murmansk Airport,MMK,ULMM,68.78167,32.75082,Russia,266,Murmansk
Murray Island Airport,MYI,YMUI,-9.91667,144.054993,Australia,-1,Murray Island
Mus Airport,MSR,LTCK,38.747761,41.661228,Turkey,4157,Mus
Muscat International Airport,MCT,OOMS,23.593269,58.284439,Oman,48,Muscat
Muscatine Municipal Airport,MUT,KMUT,41.366669,-91.144997,United States,548,
Muscle Shoals Northwest Alabama Regional Airport,MSL,KMSL,34.740002,-87.610001,United States,550,Muscle Shoals
Muskegon County Airport,MKG,KMKG,43.169479,-86.238197,United States,629,Muskegon
Muskoka Airport,YQA,CYQA,44.97472,-79.303299,Canada,925,Muskoka
Muskrat Dam Airport,MSA,CZMD,53.816666,-91.98333,Canada,911,Muskrat Dam
Musoma Airport,MUZ,HTMU,-1.5025,33.801941,Tanzania,3806,Musoma
Mustique Airport,MQS,TVSM,12.88794,-61.180099,Saint Vincent And The Grenadines,10,Mustique
Mwanza Airport,MWZ,HTMW,-2.44448,32.932659,Tanzania,3763,Mwanza
Myeik Airport,MGZ,VYME,12.43979,98.621468,Myanmar (Burma),75,Myeik
Myitkyina Airport,MYT,VYMK,25.383631,97.351913,Myanmar (Burma),475,Myitkyina
Mykolaiv International Airport,NLV,UKON,47.057899,31.9198,Ukraine,184,Nikolayev
Mykonos Island National Airport,JMK,LGMK,37.43512,25.348101,Greece,405,Mykonos
Myrtle Beach International Airport,MYR,KMYR,33.679749,-78.928299,United States,25,Myrtle Beach
Mysore Airport,MYQ,VOMY,12.229991,76.653,India,2384,Mysore
Mytilene International Airport,MJT,LGMT,39.05666,26.59833,Greece,60,Mytilini
N'Djamena International Airport,NDJ,FTTJ,12.13368,15.03401,Chad,968,N'djamena
Naberezhnye Chelny Begishevo Airport,NBC,UWKE,55.564125,52.103409,Russia,643,Nizhnekamsk
Nabire Airport,NBX,WABI,-3.36818,135.496399,Indonesia,20,Nabire
Nacala Airport,MNC,FQNC,-14.4882,40.71225,Mozambique,410,Nacala
Nadi International Airport,NAN,NFFN,-17.755301,177.443298,Fiji,59,Nandi
Nador International Airport,NDR,GMMW,34.988888,-3.028333,Morocco,574,El Aroui
Nadym Airport,NYM,USMM,65.481659,72.698883,Russia,49,Nadym
Naga Airport,WNP,RPUN,13.587222,123.269997,Philippines,142,Naga
Nagasaki Airport,NGS,RJFU,32.916939,129.913605,Japan,15,Nagasaki
Nagoya Chubu Centrair International Airport,NGO,RJGG,34.85841,136.805405,Japan,15,Nagoya
Nagoya Komaki Airport,NKM,RJNA,35.25,136.919998,Japan,46,Nagoya
Nagpur Dr. Babasaheb Ambedkar International Airport,NAG,VANP,21.09219,79.04718,India,1033,Nagpur
Naha Airport,OKA,ROAH,26.19581,127.645798,Japan,12,Okinawa
Nain Airport,YDP,CYDP,56.533333,-61.666668,Canada,22,Nain
Nairobi Jomo Kenyatta International Airport,NBO,HKJK,-1.31924,36.927769,Kenya,5330,Nairobi
Nairobi Wilson Airport,WIL,HKNW,-1.32171,36.814831,Kenya,5546,Nairobi
Najran Domestic Airport,EAM,OENG,17.611429,44.419159,Saudi Arabia,3982,Nejran
Nakashibetsu Airport,SHB,RJCN,43.577499,144.960007,Japan,234,Nakashibetsu
Nakhchivan International Airport,NAJ,UBBN,39.18861,45.458332,Azerbaijan,2863,Nakhchivan
Nakhon Phanom Airport,KOP,VTUW,17.383789,104.642998,Thailand,587,Nakhon Phanom
Nakhon Ratchasima Airport,NAK,VTUQ,14.94949,102.312698,Thailand,765,Nakhon Ratchasima
Nakhon Si Thammarat Airport,NST,VTSF,8.539444,99.944725,Thailand,13,Nakhon Si Thammarat
Nalchik Airport,NAL,URMN,43.513332,43.638332,Russia,1460,Nalchik
Namangan Airport,NMA,UTFN,40.98457,71.55674,Uzbekistan,1555,
Nampula Airport,APL,FQNP,-15.1056,39.281799,Mozambique,1444,Nampula
Namsos Airport,OSY,ENNM,64.467003,11.583,Norway,7,Namsos
Nan Airport,NNT,VTCN,18.799999,100.783333,Thailand,702,Nan
Nanaimo Airport,YCD,CYCD,49.054443,-123.870003,Canada,92,Nanaimo
Nanaimo Harbour Water Airport,ZNA,CAC8,49.1833,-123.949997,Canada,-1,Nanaimo
Nanchang Changbei International Airport,KHN,ZSCN,28.865,115.900002,China,143,Nanchang
Nanchong Gaoping Airport,NAO,ZUNC,30.793888,106.159721,China,5906,Nanchong
Nancy Essey Airport,ENC,LFSN,48.692081,6.22605,France,751,Nancy
Nanded Airport,NDC,VAND,19.18194,77.318611,India,1250,Nanded
Nanga Pinoh Airport,NPO,WIOG,-0.348869,111.748001,Indonesia,123,Nangapinoh
Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,49,Nanjing
Nanki Shirahama Airport,SHM,RJBD,33.66222,135.364395,Japan,298,Nanki-shirahama
Nanning Wuxu International Airport,NNG,ZGNN,22.608259,108.172401,China,421,Nanning
Nantes Atlantique Airport,NTE,LFRS,47.15694,-1.60777,France,90,Nantes
Nantong Xingdong Airport,NTG,ZSNT,32.072922,120.975601,China,7546,
Nantucket Memorial Airport,ACK,KACK,41.253052,-70.060097,United States,47,Nantucket
Nanyang Jiangying Airport,NNY,ZHNY,32.98,112.610001,China,131,Nanyang
Nanyuki Airport,NYK,HKNY,-0.067,37.033001,Kenya,6250,Nanyuki
Napa County Airport,APC,KAPC,38.212223,-122.279999,United States,33,Napa
Napakiak Airport,WNA,PANA,60.6903,-161.979004,United States,17,Napakiak
Napaskiak Airport,PKA,PAPK,60.7029,-161.778,United States,24,Napaskiak
Napier Hawke's Bay Airport,NPE,NZNR,-39.465801,176.869995,New Zealand,6,NAPIER
Naples Airport,NAP,LIRN,40.886028,14.29078,Italy,294,Naples
Naples Municipal Airport,APF,KAPF,26.152201,-81.775703,United States,8,Naples
Napuka Airport,NAU,NTGN,-14.1767,-141.266998,French Polynesia,7,
Naracoorte Airport,NAC,YNRC,-36.985298,140.725006,Australia,169,
Narathiwat Airport,NAW,VTSC,6.519922,101.743401,Thailand,16,Narathiwat
Narrabri Airport,NAA,YNBR,-30.318291,149.829117,Australia,788,Narrabri
Narrandera Airport,NRA,YNAR,-34.702221,146.512222,Australia,474,Narrandera
Narsarsuaq Airport,UAK,BGBW,61.160709,-45.425598,Greenland,112,Narssarssuaq
Naryan-Mar Airport,NNM,ULAM,67.639999,53.121941,Russia,36,Naryan-Mar
Nashik Ozar Airport,ISK,VAOZ,20.119444,73.913612,India,1900,
Nashua Airport,ASH,KASH,42.778889,-71.509445,United States,200,Nashua
Nashville International Airport,BNA,KBNA,36.12447,-86.678101,United States,599,Nashville
Nassau Lynden Pindling International Airport,NAS,MYNN,25.03895,-77.466202,Bahamas,16,Nassau
Natal International Airport,NAT,SBSG,-5.768056,-35.37611,Brazil,169,Natal
Natashquan Airport,YNA,CYNA,50.189999,-61.789101,Canada,39,Natashquan
Natchez Adams County Airport,HEZ,KHEZ,31.614721,-91.296387,United States,272,
Natuashish Airport,YNP,CNH2,55.913891,-61.184444,Canada,33,Natuashish
Naujaat Airport,YUT,CYUT,66.521378,-86.224701,Canada,75,Repulse Bay
Nauru International Airport,INU,ANYN,-0.54745,166.919098,Nauru,22,Nauru
Nausori International Airport,SUV,NFNA,-18.0432,178.559204,Fiji,17,Nausori
Navegantes Victor Konder International Airport,NVT,SBNF,-26.8799,-48.651299,Brazil,18,Navegantes
Navoi International Airport,NVI,UTSA,40.117771,65.175003,Uzbekistan,98,Navoi
Naxos Island National Airport,JNX,LGNX,37.080551,25.36805,Greece,10,Cyclades Islands
Naypyidaw Airport,NYT,VYNT,19.622499,96.201385,Myanmar (Burma),298,Naypyidaw
Nazca Maria Reiche Neuman Airport,NZC,SPZA,-14.854167,-74.961777,Peru,1860,Nazca
Ndola International Airport,NLA,FLND,-12.9981,28.66494,Zambia,4167,Ndola
Neiva Benito Salas Airport,NVA,SKNV,2.950422,-75.2939,Colombia,1464,Neiva
Nelson Airport,NSN,NZNS,-41.298302,173.2211,New Zealand,17,Nelson
Nelspruit Airport,NLP,FANS,-25.5007,30.913469,South Africa,2901,Nelspruit
Nelspruit Kruger Mpumalanga International Airport,MQP,FAKN,-25.383101,31.1056,South Africa,2829,Mpumalanga
Nemiscau Airport,YNS,CYHH,51.691101,-76.135597,Canada,804,Nemiscau
Neom Bay Airport,NUM,OENN,27.917212,35.294044,Saudi Arabia,33,
Nepalgunj Airport,KEP,VNNG,28.103611,81.666946,Nepal,540,Nepalgunj
Nerlerit Inaat Airport,CNP,BGCO,70.743332,-22.6605,Greenland,45,Neerlerit Inaat
Neubrandenburg Airport,FNB,ETNU,53.599998,13.3,Germany,228,
Neumayer III Skiway,QAN,AT16,-70.633331,-8.263333,Antarctica,55,
Neumunster Airport,EUM,EDHN,54.079445,9.941389,Germany,72,Neumuenster
Neuquen Presidente Peron International Airport,NQN,SAZN,-38.949001,-68.155701,Argentina,895,Neuquen
Nevers Fourchambault Airport,NVS,LFQG,47.003731,3.110742,France,602,Nevers
Nevis Newcastle International Airport,NEV,TKPN,17.205,-62.592499,Saint Kitts And Nevis,13,Charlestown
Nevsehir Kapadokya Airport,NAV,LTAZ,38.76889,34.52639,Turkey,2835,Nevsehir
New Bedford Regional Airport,EWB,KEWB,41.676945,-70.959167,United States,80,New Bedford
New Bern Coastal Carolina Regional Airport,EWN,KEWN,35.072971,-77.0429,United States,18,New Bern
New Bight Airport,TBI,MYCB,24.315001,-75.453613,Bahamas,14,Cat Island
New Braunfels Regional Airport,QQZ,KBAZ,29.703056,-98.041115,United States,651,
New Haven Tweed Airport,HVN,KHVN,41.263748,-72.886803,United States,12,New Haven
New Iberia Acadiana Regional Airport,ARA,KARA,30.03775,-91.883797,United States,24,Louisiana
New London Groton Airport,GON,KGON,41.328888,-72.046387,United States,10,Groton CT
New Orleans Lakefront Airport,NEW,KNEW,30.039444,-90.026665,United States,9,New Orleans
New Orleans Louis Armstrong International Airport,MSY,KMSY,29.99338,-90.258003,United States,3,New Orleans
New Plymouth Airport,NPL,NZNP,-39.008598,174.179092,New Zealand,97,New Plymouth
New Smyrna Beach Municipal Airport,QQB,KEVB,29.055555,-80.948891,United States,10,
New Stuyahok Airport,KNW,PANW,59.449902,-157.328003,United States,364,New Stuyahok
New York Downtown Manhattan Heliport,JRB,KJRB,40.70121,-74.009003,United States,7,
New York John F. Kennedy International Airport,JFK,KJFK,40.639751,-73.7789,United States,14,New York
New York LaGuardia Airport,LGA,KLGA,40.777248,-73.872597,United States,21,New York
New York Newark Liberty International Airport,EWR,KEWR,40.692501,-74.168602,United States,18,Newark
New York Stewart International Airport,SWF,KSWF,41.504108,-74.104797,United States,491,Newburgh
Newcastle Airport,NCL,EGNT,55.037498,-1.69166,United Kingdom,266,Newcastle
Newcastle Airport,NTL,YWLM,-32.794998,151.834396,Australia,31,Newcastle
Newman Airport,ZNE,YNWN,-23.4177,119.802696,Australia,1724,Newman
Newport Municipal Airport,ONP,KONP,44.580276,-124.057777,United States,160,Newport
Newport News Williamsburg International Airport,PHF,KPHF,37.131889,-76.492897,United States,42,Newport News
Newport State Airport,NPT,KUUU,41.532398,-71.281502,United States,172,
Newquay Cornwall Airport,NQY,EGHQ,50.440552,-4.9954,United Kingdom,390,Newquai
Newtok Airport,WWT,PAEW,60.922779,-164.648605,United States,25,
Newton City County Airport,EWK,KEWK,38.058201,-97.274498,United States,1533,Newton
Newton Municipal Airport,TNU,KTNU,41.674442,-93.021667,United States,953,
Ngaoundere Airport,NGE,FKKN,7.357011,13.55924,Cameroon,3655,N'gaoundere
Nha Trang Cam Ranh International Airport,CXR,VVCR,11.993611,109.224998,Vietnam,40,Nha Trang
Niagara Falls International Airport,IAG,KIAG,43.10733,-78.946098,United States,592,Niagara Falls
Niamey Diori Hamani International Airport,NIM,DRRN,13.48154,2.183614,Niger,732,Niamey
Niau Airport,NIU,NTKN,-16.121988,-146.373245,French Polynesia,10,Niau
Nice Cote d'Azur Airport,NCE,LFMN,43.665272,7.215,France,13,Nice
Nifty Airport,NIF,YCNF,-21.6717,121.586998,Australia,295,
Nightmute Airport,NME,PAGT,60.471046,-164.700836,United States,14,Nightmute
Niigata Airport,KIJ,RJSN,37.955891,139.120697,Japan,29,Niigata
Nimes Ales Camargue Cevennes Airport,FNI,LFTW,43.7575,4.416389,France,309,Nimes
Ningbo Lishe International Airport,NGB,ZSNB,29.826679,121.461899,China,13,Ninbo
Ninglang Luguhu Airport,NLH,ZPNL,27.542559,100.759323,China,10759,
Niort Souche Airport,NIT,LFBN,46.313419,-0.39443,France,201,Niort
Nis Constantine the Great Airport,INI,LYNI,43.33728,21.85372,Serbia,648,Nis
Niue International Airport,IUE,NIUE,-19.08,-169.925003,New Zealand,209,Alofi
Nizhnevartovsk Airport,NJC,USNN,60.949268,76.483612,Russia,177,Nizhnevartovsk
Nizhny Novgorod International Airport,GOJ,UWGG,56.23011,43.784039,Russia,256,Nizhniy Novgorod
Noatak Airport,WTK,PAWN,67.563057,-162.984161,United States,88,Noatak
Nogales International Airport,OLS,KOLS,31.417721,-110.847,United States,3955,Nogales
Nogliki Airport,NGK,UHSN,51.799999,143.166672,Russia,98,
Nome Airport,OME,PAOM,64.512199,-165.445007,United States,37,Nome
Norden Norddeich Airport,NOD,EDWS,53.633057,7.190278,Germany,3,Norden
Norderney Airport,NRD,EDWY,53.706821,7.230247,Germany,6,Norderney
Nordfjordur Airport,NOR,BINF,65.131943,-13.7463,Iceland,13,Nordfjordur
Norfolk International Airport,ORF,KORF,36.894611,-76.201202,United States,27,Norfolk
Norfolk Island Airport,NLK,YSNF,-29.041599,167.938705,Australia,371,Norfolk Island
Norfolk Regional Airport,OFK,KOFK,41.984165,-97.434166,United States,1573,Norfolk  Nebraska
Norilsk Alykel Airport,NSK,UOOO,69.31105,87.332176,Russia,595,Norilsk
Norman University of Oklahoma Westheimer Airport,OUN,KOUN,35.241978,-97.468529,United States,1182,
Norman Wells Airport,YVQ,CYVQ,65.281609,-126.797997,Canada,238,Norman Wells
Norman's Cay Airport,NMC,MYEN,24.594299,-76.820198,Bahamas,8,Norman's Cay
Normanton Airport,NTN,YNTN,-17.68,141.070007,Australia,73,Normanton
Norrkoping Airport,NRK,ESSP,58.58625,16.25062,Sweden,32,Norrkoeping
Norrtalje Mellingeholms Airport,QEM,ESSN,59.733612,18.698334,Sweden,40,
North Bay Jack Garland Airport,YYB,CYYB,46.363609,-79.422699,Canada,1215,North Bay
North Bend Southwest Oregon Regional Airport,OTH,KOTH,43.418888,-124.239998,United States,17,North Bend
North Connel Oban Airport,OBN,EGEO,56.463501,-5.39967,United Kingdom,20,North Connel
North Eleuthera Airport,ELH,MYEH,25.474859,-76.683403,Bahamas,27,North Eleuthera
North Las Vegas Airport,VGT,KVGT,36.210171,-115.190826,United States,2182,Las Vegas
North Myrtle Beach Grand Strand Airport,CRE,KCRE,33.811699,-78.7239,United States,32,North Myrtle Beach
North Platte Regional Airport,LBF,KLBF,41.126202,-100.683601,United States,2777,North Platte
North Pole International Airport,YLT,CYLT,83.599998,-34.5,Greenland,100,Alert
North Ronaldsay Airport,NRL,EGEN,59.3675,-2.434444,United Kingdom,56,North Ronaldsay
North Spirit Lake Airport,YNO,CKQ3,52.490002,-92.9711,Canada,1082,North Spirit Lake
North Wilkesboro Wilkes County Airport,IKB,KUKF,36.222801,-81.098297,United States,1301,North Wilkesboro
Northampton Sywell Airport,ORM,EGBK,52.305302,-0.793056,United Kingdom,429,
Northeastern Regional Airport,EDE,KEDE,36.027699,-76.567101,United States,20,
Norway House Airport,YNE,CYNE,53.954166,-97.845833,Canada,734,Norway House
Norwich International Airport,NWI,EGSH,52.675831,1.282778,United Kingdom,117,Norwich
Norwood Memorial Airport,OWD,KOWD,42.192123,-71.176788,United States,46,Norwood
Noshahr Airport,NSH,OINN,36.6633,51.464699,Iran,-61,Noshahr
Nosy Be Fascene Airport,NOS,FMNN,-13.312,48.314819,Madagascar,36,Nosy-be
Notodden Airport,NTB,ENNO,59.565701,9.21222,Norway,63,Notodden
Nottingham Airport,NQT,EGBN,52.919998,-1.07917,United Kingdom,138,Nottingham
Nouadhibou International Airport,NDB,GQPP,20.93306,-17.0299,Mauritania,16,Nouadhibou
Nouakchott Oumtounsy International Airport,NKC,GQNO,18.306103,-15.964665,Mauritania,7,
Noumea La Tontouta International Airport,NOU,NWWW,-22.0163,166.216095,New Caledonia,52,Noumea
Noumea Magenta Airport,GEA,NWWM,-22.258301,166.472702,New Caledonia,10,Noumea
Novato Marin County Airport,NOT,KDVO,38.143333,-122.555832,United States,2,Novato
Novo Runway,QAO,AT17,-70.824242,11.628652,Antarctica,2000,
Novokuznetsk Spichenkovo Airport,NOZ,UNWW,53.811378,86.87722,Russia,1024,Novokuznetsk
Novosibirsk Tolmachevo Airport,OVB,UNNT,55.012619,82.65065,Russia,365,Novosibirsk
Novy Urengoy Airport,NUX,USMU,66.069443,76.520271,Russia,210,Novy Urengoy
Noyabrsk Airport,NOJ,USRO,63.183056,75.269165,Russia,446,Noyabrsk
Nuevo Laredo Quetzalcoatl International Airport,NLD,MMNL,27.443911,-99.570396,Mexico,484,Nuevo Laredo
Nuiqsut Airport,NUI,PAQT,70.209724,-151.005554,United States,38,Nuiqsut
Nuku Hiva Airport,NHV,NTMD,-8.79472,-140.223007,French Polynesia,220,Nuku Hiva
Nukus Airport,NCU,UTNN,42.488411,59.623249,Uzbekistan,246,Nukus
Nunukan Airport,NNX,WAQA,4.136772,117.667145,Indonesia,48,
Nuqui Airport,NQU,SKNQ,5.709722,-77.262497,Colombia,14,Nuquí
Nuremberg Airport,NUE,EDDN,49.498699,11.06689,Germany,1046,Nuernberg
Nursultan Nazarbayev International Airport,NQZ,UACC,51.022221,71.466942,Kazakhstan,1165,Tselinograd
Nuuk Airport,GOH,BGGH,64.190918,-51.678001,Greenland,283,Godthaab
Ny-Alesund Hamnerabben Airport,QEN,ENAS,78.92778,11.874722,Norway,131,Ny-Alesund
Nyagan Airport,NYA,USHN,62.110001,65.610001,Russia,361,Nyagan
Nyala Airport,UYL,HSNL,12.05347,24.956169,Sudan,2106,
Nyaung U Airport,NYU,VYBG,21.175343,94.928322,Myanmar (Burma),312,Bagan
Nyingchi Mainling Airport,LZY,ZUNZ,29.309076,94.335884,China,9560,Nyingchi
Nyiregyhaza Airport,QEY,LHNY,47.983891,21.692223,Hungary,338,Nyirregyhaza
Nyurba Airport,NYR,UENN,63.297222,118.346947,Russia,409,
O'Neill Municipal Airport,ONL,KONL,42.450001,-98.650002,United States,2031,
Oakland County International Airport,PTK,KPTK,42.66563,-83.419502,United States,981,Pontiac
Oakland International Airport,OAK,KOAK,37.721272,-122.220001,United States,9,Oakland
Oaxaca Xoxocotlan International Airport,OAX,MMOX,16.999901,-96.726601,Mexico,4989,Oaxaca
Oberpfaffenhofen Airport,OBF,EDMO,48.08136,11.28306,Germany,1947,Oberpfaffenhofen
Obihiro Tokachi Airport,OBO,RJCB,42.73333,143.217194,Japan,505,Obihiro
Ocala International Airport,OCF,KOCF,29.174091,-82.221596,United States,79,Ocala
Ocean City Municipal Airport,OCE,KOXB,38.316666,-75.116669,United States,11,
Ocho Rios Ian Fleming International Airport,OCJ,MKBS,18.40424,-76.969002,Jamaica,90,Ocho Rios
Odense Hans Christian Andersen Airport,ODE,EKOD,55.476662,10.33093,Denmark,56,Odense
Odesa International Airport,ODS,UKOO,46.426762,30.67646,Ukraine,172,Odessa
Oecusse Airport,OEC,WPOC,-9.19806,124.343002,Timor-Leste (East Timor),-1,
Ogden Hinckley Airport,OGD,KOGD,41.196388,-112.010834,United States,4470,Ogden
Ogdensburg International Airport,OGS,KOGS,44.681862,-75.4655,United States,297,Ogdensburg
Ohrid Airport,OHD,LWOH,41.179951,20.742319,North Macedonia,2313,Ohrid
Oita Airport,OIT,RJFO,33.479439,131.737198,Japan,19,Oita
Okayama Airport,OKJ,RJOB,34.756939,133.855194,Japan,806,Okayama
Okeechobee County Airport,OBE,KOBE,27.25,-80.833336,United States,34,Okeechobee
Okha Airport,OHH,UHSH,53.509998,142.880005,Russia,118,
Oki Airport,OKI,RJNO,36.181122,133.324799,Japan,311,Oki Island
Okierabu Airport,OKE,RJKB,27.425501,128.701004,Japan,88,Okierabu
Oklahoma City Wiley Post Airport,PWA,KPWA,35.534161,-97.647003,United States,1300,Oklahoma City
Oklahoma City Will Rogers World Airport,OKC,KOKC,35.393082,-97.6007,United States,1295,Oklahoma City
Oksibil Airport,OKL,WAJO,-4.833,140.600006,Indonesia,4288,Oksibil
Olbia Costa Smeralda Airport,OLB,LIEO,40.898659,9.517628,Italy,37,Olbia
Ölgii Airport,ULG,ZMUL,48.991669,89.919724,Mongolia,7874,Olgii
Olive Branch Airport,OLV,KOLV,34.978306,-89.788452,United States,400,Olive Branch
Olsztyn Mazury Airport,SZY,EPSY,53.481899,20.9377,Poland,463,Szczytno-Szymany
Olympia Regional Airport,OLM,KOLM,46.97361,-122.903336,United States,206,Olympia
Olympic Dam Airport,OLP,YOLD,-30.485001,136.876663,Australia,343,Olympic Dam
Olyokminsk Airport,OLZ,UEMK,60.399166,120.464165,Russia,790,
Omaha Eppley Airfield,OMA,KOMA,41.303162,-95.893997,United States,984,Omaha
